,prob_0,prob_1,Class_0,Class_1,Gender,Race,Hispanic,Age,Income,Residence,Child,Assisted_Living,State,Vaccine,Chronic,Vulnerable_contact,Health_Insurance,News,Political,Self_employed,Remote,Education,Pregnant,Vehicle
324,6.639090383656207e-155,1.0,0.0,1.0,Male,White,No,50-64,"$75,000 - 150,000",Suburban,No,No,Minnesota,No,No,No,No,TV (including cable),Democrat,Yes,No,Associate’s degree,No,Yes
325,1.113220025348959e-252,1.0,0.0,1.0,Female,White,Yes,≥ 65,"$35,000 - 75,000",Rural,Yes,No,California,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,Yes,High school or GED,No,Yes
326,4.311680518478521e-34,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Suburban,No,No,Nebraska,Yes,No,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)","1 or more years of college credit, no degree",No,Yes
327,1.1790618687398717e-171,1.0,0.0,1.0,Female,White,Yes,≥ 65,"$35,000 - 75,000",Suburban,No,No,Florida,Yes,No,Yes,Yes,TV (including cable),Republican,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,Yes
328,1.2693942429052981e-66,1.0,0.0,1.0,Male,White,No,50-64,"$35,000 - 75,000",Suburban,No,No,Pennsylvania,No,No,No,Yes,TV (including cable),Republican,No,No,Undergraduate degree,No,Yes
329,5.787576446558624e-92,1.0,0.0,1.0,Female,White,Yes,35-49,"$35,000 - 75,000",Rural,No,No,Texas,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,Yes,Associate’s degree,No,No
330,1.0,1.4439088520895581e-96,1.0,0.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,No,No,Arizona,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Associate’s degree,No,No
331,1.0,1.8673629323521963e-149,1.0,0.0,Female,White,Yes,35-49,"$75,000 - 150,000",Urban,No,No,Connecticut,Yes,No,Yes,Yes,"Print media (newspapers, journals)",Democrat,No,Yes,Postgraduate degree,No,Yes
332,3.0583448171475915e-87,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Suburban,No,No,Michigan,No,No,No,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
333,6.467024533091618e-123,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Rural,Yes,No,North Caroline,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Undergraduate degree,No,Yes
334,7.459427190928946e-132,1.0,0.0,1.0,Female,White,Yes,50-64,"$35,000 - 75,000",Suburban,No,No,Texas,No,Yes,No,No,News apps or websites,Republican,No,Yes,Some college credits,No,Yes
335,4.683859109725615e-81,1.0,0.0,1.0,Female,Chamoan,Yes,35-49,"< $35,000",Suburban,No,No,Wisconsin,Yes,Yes,No,Yes,TV (including cable),Independent,No,Yes,Postgraduate degree,No,No
336,1.0,1.518982777791065e-38,1.0,0.0,Female,White,Yes,50-64,"$35,000 - 75,000",Suburban,No,No,California,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
337,6.434136027840023e-63,1.0,0.0,1.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,No,No,New York,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Other,No,Yes,Postgraduate degree,No,Yes
338,8.425378888056285e-81,1.0,0.0,1.0,Female,White,No,50-64,"$75,000 - 150,000",Rural,Yes,No,Indiana,Yes,Yes,Yes,Yes,TV (including cable),Independent,No,No,Postgraduate degree,No,Yes
339,3.513650747540637e-107,1.0,0.0,1.0,Male,White,Yes,50-64,"< $35,000",Urban,No,No,Texas,Yes,No,No,No,Other,Democrat,No,Yes,Undergraduate degree,No,No
340,1.0,7.570842907441794e-82,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Suburban,Yes,No,Massachusetts,No,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,No,High school or GED,No,Yes
341,3.0927723598697026e-116,1.0,0.0,1.0,Female,White,No,≥ 65,"< $35,000",Rural,No,No,New York,Yes,Yes,Yes,Yes,TV (including cable),Republican,No,No,Some college credits,No,Yes
342,1.1400585458941749e-90,1.0,0.0,1.0,Male,White,Yes,50-64,"$75,000 - 150,000",Suburban,No,No,Maryland,Yes,No,No,Yes,TV (including cable),Democrat,No,No,Undergraduate degree,No,Yes
343,7.126471104862566e-183,1.0,0.0,1.0,Female,White,Yes,35-49,"> $150,000",Suburban,Yes,No,California,Yes,No,No,Yes,News apps or websites,Republican,No,No,Undergraduate degree,No,Yes
344,2.4574541362992356e-156,1.0,0.0,1.0,Female,White,Yes,≥ 65,"$35,000 - 75,000",Suburban,No,No,New York,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,Postgraduate degree,No,No
345,1.0,2.5766407457714106e-50,1.0,0.0,Female,White,Yes,25-34,"$75,000 - 150,000",Suburban,No,No,Texas,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,Postgraduate degree,No,Yes
346,7.223579377719096e-145,1.0,0.0,1.0,Female,American Indian or Native American or Alaskan Native,Yes,35-49,"< $35,000",Urban,No,No,New York,No,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,High school or GED,No,No
347,4.3393103995134254e-26,1.0,0.0,1.0,Female,White,Yes,25-34,"< $35,000",Rural,Yes,No,Texas,No,No,Yes,No,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,Yes,Associate’s degree,No,Yes
348,1.2969527392684105e-83,1.0,0.0,1.0,Female,Black or African American,Yes,35-49,"$35,000 - 75,000",Urban,Yes,No,North Caroline,Yes,Yes,Yes,No,TV (including cable),Republican,Yes,Yes,Associate’s degree,No,Yes
349,4.156604132988842e-96,1.0,0.0,1.0,Female,White,Yes,≥ 65,"$35,000 - 75,000",Rural,No,No,Virginia,No,No,No,Yes,"Print media (newspapers, journals)",Democrat,No,No,"1 or more years of college credit, no degree",No,Yes
350,6.19766241738709e-174,1.0,0.0,1.0,Male,White,Yes,25-34,"< $35,000",Urban,No,No,Arizona,Yes,No,Yes,Yes,Do not read/listen/watch the news,Democrat,No,"NA (studying, retired, not in paid employment)",Some college credits,No,No
351,1.0,2.4439941267900774e-78,1.0,0.0,Female,White,Yes,50-64,"$35,000 - 75,000",Urban,Yes,No,California,Yes,No,Yes,Yes,"Print media (newspapers, journals)",Independent,No,Yes,Some college credits,No,Yes
352,5.616797627593605e-38,1.0,0.0,1.0,Female,Prefer not to answer,Yes,35-49,"> $150,000",Rural,Yes,No,Florida,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,Yes,Undergraduate degree,Yes,Yes
353,3.8332725691880887e-13,0.9999999999996168,0.0,1.0,Male,White,Yes,35-49,"$75,000 - 150,000",Suburban,No,No,Utah,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,High school or GED,No,Yes
354,2.0603715460151924e-224,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Suburban,No,No,Texas,Yes,Yes,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)",Undergraduate degree,No,No
355,1.0,5.434579378074267e-81,1.0,0.0,Male,White,Yes,50-64,"$75,000 - 150,000",Urban,Yes,No,Texas,No,Yes,No,Yes,"Print media (newspapers, journals)",Republican,Yes,No,Undergraduate degree,Yes,Yes
356,1.3830378576870701e-170,1.0,0.0,1.0,Female,White,No,≥ 65,"$35,000 - 75,000",Rural,No,No,Utah,Yes,Yes,Yes,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,Yes
357,3.623806193809062e-71,1.0,0.0,1.0,Male,"Chinese,White",Yes,35-49,"$35,000 - 75,000",Urban,Yes,No,Washington DC,Yes,Yes,Yes,Yes,"Print media (newspapers, journals)",Democrat,Yes,Yes,Postgraduate degree,No,Yes
358,4.921836125519553e-223,1.0,0.0,1.0,Female,White,Yes,25-34,"< $35,000",Rural,Yes,No,Texas,No,No,Yes,Yes,TV (including cable),Democrat,No,No,High school or GED,No,Yes
359,4.1672043522268725e-126,1.0,0.0,1.0,Female,White,Yes,50-64,"$35,000 - 75,000",Urban,No,No,Texas,Yes,No,Yes,Yes,TV (including cable),Democrat,No,Yes,High school or GED,No,Yes
360,8.38325616995665e-42,1.0,0.0,1.0,Female,White,Yes,18-24,"$75,000 - 150,000",Urban,Yes,No,Texas,No,No,Yes,No,Do not read/listen/watch the news,Republican,Yes,Yes,Associate’s degree,No,Yes
361,4.797925248333116e-173,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Suburban,No,No,Michigan,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
362,8.471915932711174e-124,1.0,0.0,1.0,Male,American Indian or Native American or Alaskan Native,Yes,25-34,"$35,000 - 75,000",Urban,Yes,No,Arizona,Yes,Yes,Yes,Yes,TV (including cable),Republican,No,No,Associate’s degree,No,Yes
363,1.0274728186941363e-119,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Rural,No,No,Texas,Yes,No,Yes,No,TV (including cable),Independent,No,No,"1 or more years of college credit, no degree",No,No
364,1.0,4.905201402090706e-56,1.0,0.0,Male,White,Yes,25-34,"$75,000 - 150,000",Urban,No,No,California,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,Yes,No,High school or GED,No,No
365,7.986772832134542e-56,1.0,0.0,1.0,Male,White,Yes,35-49,"< $35,000",Urban,Yes,No,Texas,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,High school or GED,Yes,Yes
366,1.6447587828665713e-69,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Urban,No,No,Colorado,Yes,No,Yes,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",Associate’s degree,No,Yes
367,3.4184912578263314e-123,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Urban,Yes,No,Florida,Yes,Yes,Yes,Yes,News apps or websites,Democrat,Yes,No,High school or GED,No,No
368,2.8019371270398198e-06,0.999997198062873,0.0,1.0,Female,White,No,25-34,"$35,000 - 75,000",Rural,No,No,Illinois,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,No,Some college credits,No,Yes
369,1.1434429048114929e-76,1.0,0.0,1.0,Female,Self-define,Yes,35-49,"< $35,000",Urban,Yes,Yes,California,Yes,No,No,Yes,TV (including cable),Republican,No,No,Some college credits,Yes,No
370,1.0,8.885993049998605e-223,1.0,0.0,Male,White,Yes,35-49,"< $35,000",Suburban,No,No,California,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Some college credits,No,No
371,1.0,2.4656220171860083e-106,1.0,0.0,Female,White,Yes,35-49,"$35,000 - 75,000",Suburban,Yes,No,Michigan,Yes,No,Yes,Yes,TV (including cable),Independent,No,Yes,Postgraduate degree,No,Yes
372,6.766823206025717e-55,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Rural,Yes,No,California,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Other,Yes,No,High school or GED,No,Yes
373,2.638408507119589e-216,1.0,0.0,1.0,Male,White,Yes,35-49,"< $35,000",Urban,No,No,California,Yes,No,No,No,Radio or podcasts,Republican,No,No,"1 or more years of college credit, no degree",No,Yes
374,1.4074941411278059e-174,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Urban,Yes,No,Arizona,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,High school or GED,Yes,Yes
375,6.957359831650013e-43,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Rural,Yes,No,Florida,Yes,No,No,No,TV (including cable),Democrat,No,Yes,High school or GED,No,Yes
376,2.839715192152617e-35,1.0,0.0,1.0,Female,White,Yes,18-24,"< $35,000",Urban,No,No,Texas,Yes,No,Yes,No,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Some college credits,No,Yes
377,9.158644342855142e-55,1.0,0.0,1.0,Female,White,No,25-34,"$35,000 - 75,000",Urban,No,No,Colorado,No,No,No,No,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,No,High school or GED,No,No
378,1.0,2.7596215206738883e-47,1.0,0.0,Female,White,Yes,50-64,"$35,000 - 75,000",Suburban,No,No,South Carolina,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
379,9.537368781862566e-56,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Suburban,Yes,No,Ohio,Yes,No,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
380,2.2289246469098177e-58,1.0,0.0,1.0,Female,Self-define,Yes,35-49,"< $35,000",Suburban,No,No,Texas,Yes,No,Yes,No,TV (including cable),Independent,No,Yes,Associate’s degree,No,Yes
381,9.57670636970009e-75,1.0,0.0,1.0,Female,White,No,25-34,"< $35,000",Suburban,No,No,California,Yes,No,Yes,Yes,TV (including cable),Republican,Yes,Yes,Some college credits,No,Yes
382,5.925241574437025e-71,1.0,0.0,1.0,Non-binary,American Indian or Native American or Alaskan Native,Yes,18-24,"$35,000 - 75,000",Suburban,No,No,California,Yes,No,Yes,Yes,Do not read/listen/watch the news,Independent,No,"NA (studying, retired, not in paid employment)",Some college credits,No,Yes
383,7.928846958033839e-77,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Rural,Yes,No,Texas,Yes,No,No,Yes,TV (including cable),Independent,No,Yes,High school or GED,No,Yes
384,1.1162901375200598e-54,1.0,0.0,1.0,Non-binary,"Middle Eastern or North African,Chinese",No,50-64,"> $150,000",Rural,No,No,Georgia,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,No
385,1.0,5.216034174415681e-50,1.0,0.0,Female,White,Yes,≥ 65,"$35,000 - 75,000",Urban,No,No,North Caroline,Yes,Yes,Yes,Yes,TV (including cable),Independent,No,No,Postgraduate degree,No,Yes
386,3.918172579866347e-88,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Urban,No,No,Colorado,Yes,Yes,No,Yes,TV (including cable),Independent,No,No,Some college credits,No,No
387,0.999997406576805,2.5934231943938183e-06,1.0,0.0,Female,White,Yes,35-49,"< $35,000",Urban,Yes,Yes,Florida,Yes,No,No,Yes,TV (including cable),Democrat,Yes,Yes,"1 or more years of college credit, no degree",Yes,Yes
388,1.0,1.3425235147447005e-65,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Suburban,No,No,California,Yes,Prefer not to answer,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,High school or GED,No,Yes
389,1.675168027470158e-122,1.0,0.0,1.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,Yes,No,California,Yes,Yes,No,Yes,TV (including cable),Republican,Yes,Yes,Associate’s degree,Yes,No
390,1.0,3.4416432166277766e-159,1.0,0.0,Female,White,Yes,35-49,"< $35,000",Urban,No,No,Nevada,Yes,No,No,Yes,TV (including cable),Republican,No,No,Associate’s degree,No,Yes
391,1.0208562023382236e-207,1.0,0.0,1.0,Female,White,Yes,50-64,"$35,000 - 75,000",Suburban,Yes,No,Arizona,No,No,Yes,No,TV (including cable),Republican,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
392,1.5719358226641023e-64,1.0,0.0,1.0,Male,White,Yes,50-64,"< $35,000",Urban,No,No,California,Yes,No,No,Yes,Other,Democrat,No,No,"1 or more years of college credit, no degree",No,Yes
393,1.0266513395167061e-159,1.0,0.0,1.0,Female,White,Yes,25-34,"> $150,000",Rural,No,No,California,Yes,No,Yes,Yes,Do not read/listen/watch the news,Independent,No,No,Undergraduate degree,No,Yes
394,3.648598549856287e-172,1.0,0.0,1.0,Female,White,Yes,18-24,"< $35,000",Rural,Yes,No,Texas,No,Prefer not to answer,No,No,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,No,High school or GED,Yes,Yes
395,3.651526086342388e-105,1.0,0.0,1.0,Female,White,Yes,35-49,"> $150,000",Urban,Yes,No,California,Yes,No,No,Yes,News apps or websites,Democrat,No,"NA (studying, retired, not in paid employment)",Some college credits,Yes,Yes
396,1.4460405291507542e-24,1.0,0.0,1.0,Female,White,Yes,35-49,"$75,000 - 150,000",Suburban,Yes,No,Arizona,Yes,No,No,Yes,Do not read/listen/watch the news,Other,No,Yes,High school or GED,No,Yes
397,4.631605361580245e-92,1.0,0.0,1.0,Female,White,Yes,25-34,"$35,000 - 75,000",Urban,No,No,Oregon,Yes,No,No,Yes,Other,Republican,Yes,Yes,"1 or more years of college credit, no degree",Yes,Yes
398,2.8267815647312206e-62,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Urban,No,No,New York,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,Yes,Some college credits,No,No
399,1.0,1.3515954982499536e-70,1.0,0.0,Female,White,Yes,50-64,"$35,000 - 75,000",Suburban,No,No,California,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,High school or GED,No,No
400,1.0,3.4396632711228454e-73,1.0,0.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,Yes,Yes,Texas,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,Yes,High school or GED,No,Yes
401,1.0,1.0974026508854915e-37,1.0,0.0,Female,White,Yes,≥ 65,"$75,000 - 150,000",Suburban,Yes,No,Virginia,Yes,Yes,No,Yes,TV (including cable),Democrat,No,Yes,Undergraduate degree,No,Yes
402,1.3884550341031186e-91,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Urban,No,No,New York,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",Some college credits,No,No
403,1.0,1.4921918954245444e-70,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Urban,No,No,California,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,No,High school or GED,Yes,No
404,1.0,1.5300797461251642e-136,1.0,0.0,Male,White,Yes,25-34,"$75,000 - 150,000",Urban,Yes,Yes,Georgia,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Associate’s degree,No,Yes
405,9.972752517386575e-97,1.0,0.0,1.0,Female,White,Yes,18-24,"< $35,000",Suburban,Yes,No,California,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Other,No,Yes,High school or GED,Yes,Yes
406,1.0,1.6688492210011028e-45,1.0,0.0,Female,White,Yes,≥ 65,"< $35,000",Suburban,No,No,Florida,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Other,No,Yes,High school or GED,No,Yes
407,2.072779291054265e-86,1.0,0.0,1.0,Female,White,No,50-64,"$35,000 - 75,000",Rural,No,No,Oregon,Yes,Prefer not to answer,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,No,"1 or more years of college credit, no degree",Yes,No
408,1.0,7.486386754805956e-226,1.0,0.0,Female,Prefer not to answer,Yes,25-34,"< $35,000",Suburban,Yes,No,California,Yes,No,No,Yes,TV (including cable),Other,No,Yes,Associate’s degree,No,Yes
409,1.3159896541845832e-69,1.0,0.0,1.0,Female,White,Yes,18-24,"< $35,000",Urban,No,No,Texas,Yes,No,No,No,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,No,High school or GED,No,No
410,1.0,1.3304376005947276e-33,1.0,0.0,Female,White,No,35-49,"$35,000 - 75,000",Urban,No,No,Indiana,Yes,No,No,Yes,TV (including cable),Republican,No,No,Some college credits,No,Yes
411,1.5097096673498233e-112,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Urban,No,No,Washington,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,Yes,High school or GED,No,No
412,1.0,1.235613079370731e-63,1.0,0.0,Female,White,Yes,25-34,"< $35,000",Urban,Yes,No,Nevada,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,Yes,High school or GED,No,Yes
413,2.0525768230768704e-130,1.0,0.0,1.0,Female,American Indian or Native American or Alaskan Native,Yes,35-49,"$35,000 - 75,000",Urban,Yes,No,New Mexico,No,No,No,Yes,TV (including cable),Independent,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
414,2.101351211763105e-166,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Urban,Yes,No,California,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,High school or GED,No,Yes
415,7.013499288193431e-57,1.0,0.0,1.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,No,No,California,Yes,Yes,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Undergraduate degree,No,No
416,1.0,8.797814011550634e-63,1.0,0.0,Female,American Indian or Native American or Alaskan Native,Yes,25-34,"> $150,000",Urban,Yes,No,Georgia,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,Postgraduate degree,Yes,Yes
417,3.2241135507805216e-35,1.0,0.0,1.0,Female,White,Yes,35-49,"$35,000 - 75,000",Suburban,No,No,Illinois,No,No,No,Yes,TV (including cable),Democrat,No,No,High school or GED,No,No
418,1.0,1.3096515838872005e-43,1.0,0.0,Male,American Indian or Native American or Alaskan Native,Yes,35-49,"> $150,000",Urban,Yes,Yes,California,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Undergraduate degree,No,Yes
419,9.788396551859167e-80,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Urban,No,No,Louisiana,Yes,No,Yes,Yes,News apps or websites,Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
420,2.9226028659557642e-86,1.0,0.0,1.0,Female,White,Yes,≥ 65,"$35,000 - 75,000",Suburban,No,No,California,Yes,Yes,Yes,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",Postgraduate degree,No,Yes
421,5.246283225263354e-60,1.0,0.0,1.0,Male,White,Yes,25-34,"$35,000 - 75,000",Rural,Yes,No,California,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,High school or GED,No,Yes
422,1.0591144280386288e-45,1.0,0.0,1.0,Female,White,No,50-64,"$75,000 - 150,000",Suburban,No,No,California,Yes,No,Yes,No,News apps or websites,Republican,No,No,High school or GED,No,Yes
423,1.4546140970223825e-86,1.0,0.0,1.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,Yes,No,Arizona,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,Undergraduate degree,No,Yes
424,6.013309886153949e-97,1.0,0.0,1.0,Female,White,Yes,25-34,"< $35,000",Urban,No,No,Michigan,No,No,No,Yes,TV (including cable),Independent,No,No,Undergraduate degree,Yes,No
425,1.0,1.8885335620938687e-97,1.0,0.0,Female,White,Yes,35-49,"$35,000 - 75,000",Suburban,Yes,No,Texas,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,Yes,Postgraduate degree,No,Yes
426,5.507486483457281e-47,1.0,0.0,1.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,Yes,No,Arizona,Yes,No,Yes,Yes,TV (including cable),Republican,No,No,Associate’s degree,No,Yes
427,4.3855587098539254e-88,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Rural,Yes,No,Florida,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,"NA (studying, retired, not in paid employment)",High school or GED,No,Yes
428,1.5511472015388757e-117,1.0,0.0,1.0,Female,White,Yes,50-64,"< $35,000",Suburban,Yes,No,Texas,Yes,Yes,No,Yes,TV (including cable),Democrat,No,"NA (studying, retired, not in paid employment)",High school or GED,No,No
429,1.0,2.8511173356549673e-100,1.0,0.0,Female,White,Yes,18-24,"< $35,000",Urban,Yes,Yes,New York,Yes,Prefer not to answer,Yes,No,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,Yes,Yes,High school or GED,Yes,No
430,1.0,1.1300573410424568e-231,1.0,0.0,Female,White,No,35-49,"$35,000 - 75,000",Urban,Yes,No,New Mexico,Yes,No,Yes,Yes,TV (including cable),Democrat,No,No,Some college credits,No,Yes
431,4.7093770061227966e-105,1.0,0.0,1.0,Male,White,Yes,35-49,"< $35,000",Urban,No,No,Florida,Yes,No,No,No,TV (including cable),Independent,No,No,High school or GED,No,No
432,1.0,1.0926134414373003e-36,1.0,0.0,Female,White,Yes,25-34,"$35,000 - 75,000",Suburban,Yes,No,Alaska,No,No,Yes,Yes,"Print media (newspapers, journals)",Independent,No,No,Associate’s degree,No,Yes
433,2.40579130624143e-197,1.0,0.0,1.0,Male,White,Yes,35-49,"> $150,000",Urban,Yes,No,California,No,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,No,No,Postgraduate degree,No,Yes
434,1.804002204200044e-189,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Suburban,No,Yes,California,Yes,No,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,No,Yes,High school or GED,Yes,Yes
435,1.0,2.054070457025404e-127,1.0,0.0,Female,White,Yes,18-24,"< $35,000",Suburban,No,No,Texas,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Independent,Yes,Yes,High school or GED,No,Yes
436,4.1605081007913283e-134,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Suburban,Yes,No,Texas,No,No,Yes,Yes,News apps or websites,Independent,No,No,High school or GED,Yes,No
437,1.0,1.742641076882e-135,1.0,0.0,Female,White,Yes,25-34,"$75,000 - 150,000",Urban,No,No,Connecticut,Yes,Prefer not to answer,No,Yes,TV (including cable),Independent,No,No,Some college credits,Yes,No
438,1.0,3.708439743870216e-130,1.0,0.0,Female,White,No,50-64,"$35,000 - 75,000",Rural,No,No,Georgia,Yes,No,No,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Republican,No,No,Associate’s degree,No,Yes
439,2.671519787137064e-109,1.0,0.0,1.0,Female,White,Yes,35-49,"< $35,000",Suburban,Yes,No,New Mexico,No,No,Yes,Yes,TV (including cable),Democrat,Yes,No,"1 or more years of college credit, no degree",No,Yes
440,4.755084583709796e-250,1.0,0.0,1.0,Male,White,Yes,35-49,"> $150,000",Urban,Yes,Yes,South Carolina,Yes,Yes,Yes,Yes,"Social media (Instagram, Facebook, X (Twitter), TikTok)",Democrat,Yes,Yes,Postgraduate degree,Yes,Yes
